Formula,E_g_Exp,Source,Priority
MnTe9,2.0,Matbench,2
Na2In2SiS6,3.27,Matbench,2
Na2In4Se6S,1.92,Matbench,2
Mo2NCl8,0.0,Matbench,2
MnCu2Sn,0.0,Matbench,2
Na2Mo2Se2O11,3.1,Matbench,2
Mo5O14,0.0,Matbench,2
MoSe2,1.6,Matbench,2
Na(GeP)3,2.06,Matbench,2
Na0.5Ge1Pb1.75S4,2.08,Matbench,2
Na0.5Ge1Pb1.75Se4,1.6,Matbench,2
Na0.75Eu1.625Ge1Se4,2.0,Matbench,2
Na10(Ga2Sn)3,0.0,Matbench,2
Na11Bi5O16,0.0,Matbench,2
Na11Ti20O40,0.0,Matbench,2
Na15Sn4,0.0,Matbench,2
Na19Zr11S30,0.0,Matbench,2
Na2Ti3O7,3.51,Matbench,2
Na2Tl,0.0,Matbench,2
Na2Cd(GeSe3)2,2.37,Matbench,2
MnP2,0.0,Matbench,2
Na2VCuF7,0.0,Matbench,2
Na2Cr7O14,0.0,Matbench,2
Na2EuGeSe4,2.0,Matbench,2
Na2Ga2GeS6,3.29,Matbench,2
Na2Ga2SnS6,2.2,Matbench,2
Na2Gd(PO4)2,4.19,Matbench,2
Na2Ge2Se5,2.38,Matbench,2
Na2Hg3(GeS4)2,2.68,Matbench,2
Na2Hg3Se1.49S2.51,2.03,Matbench,2
Na2In,0.0,Matbench,2
Na2In2GeS6,3.17,Matbench,2
Na2In2GeSe6,2.47,Matbench,2
Na3UF7,0.0,Matbench,2
Na3WClO4,4.99,Matbench,2
Na2In5Au6,0.0,Matbench,2
Mo3Pd2N,0.0,Matbench,2
Na4Eu(GeS3)2,2.15,Matbench,2
Na2Nb4Se4O19,3.56,Matbench,2
Na2Pt(IO3)6,2.4,Matbench,2
Na2S,2.4,Matbench,2
Na2SO4,0.0,Matbench,2
Na2Se,2.0,Matbench,2
Na2Si2Hg3S8,2.86,Matbench,2
Na2Sn2Hg3S8,2.45,Matbench,2
Na2Te,2.3,Matbench,2
Na2TeS3,2.35,Matbench,2
Na2TeSe3,1.87,Matbench,2
Na2Ti2Sb2O,0.0,Matbench,2
Na8NbO6,0.0,Matbench,2
Na8PO3,0.0,Matbench,2
Na2UI6,0.0,Matbench,2
Na2CdSnS4,2.52,Matbench,2
NaAsO3,0.0,Matbench,2
Na2Zn(GeSe3)2,2.36,Matbench,2
Na2Zn(SnS3)2,2.93,Matbench,2
Na2Zn3(SeO3)4,4.9,Matbench,2
Na3(WO3)4,0.0,Matbench,2
Na3In2Au,0.0,Matbench,2
Na3Mn2(GeO4)3,0.0,Matbench,2
Na3MoClO4,4.69,Matbench,2
Na3MoO4F,4.77,Matbench,2
Na3Re,0.0,Matbench,2
Na3Sn2ClF6,3.88,Matbench,2
Na3Tl,0.0,Matbench,2
NaCeS3,2.15,Matbench,2
NaCuO,0.0,Matbench,2
Na3Zn(BO2)5,3.2,Matbench,2
Na2LiTa,0.0,Matbench,2
NaFe2(SiO3)4,0.0,Matbench,2
Na4Mg(GeSe3)2,2.53,Matbench,2
Na4Mg(SiSe3)2,2.85,Matbench,2
Na5Cu7O13,0.0,Matbench,2
Na5Fe6(SiO3)12,0.0,Matbench,2
Na5Gd(MoO4)4,3.38,Matbench,2
Na6CoSe4,0.0,Matbench,2
Na6FeS4,0.0,Matbench,2
Na7(CoO3)2,0.5,Matbench,2
Na7.36Ga7.24Sn4.78Se24,1.5,Matbench,2
Na8(CuO2)5,0.0,Matbench,2
Na8Hg3,0.0,Matbench,2
NaInTe2,1.6,Matbench,2
NaIrPb,0.0,Matbench,2
Na9(WO3)16,0.0,Matbench,2
Na2V6O13,0.0,Matbench,2
NaLi3,0.0,Matbench,2
NaB15,0.32,Matbench,2
NaBi3,0.0,Matbench,2
NaBiS2,0.38,Matbench,2
NaBiSe2,0.28,Matbench,2
NaC,0.0,Matbench,2
NaCd2Au,0.0,Matbench,2
NaCd4P3,1.1,Matbench,2
NaCdAsS3,2.93,Matbench,2
NaCdO3,0.0,Matbench,2
NaCdSb,0.0,Matbench,2
NaCeS2,0.0,Matbench,2
NaTa3,0.0,Matbench,2
NaTi5Se8,0.0,Matbench,2
NaEuO2,0.0,Matbench,2
Na4Al4Si19,0.64,Matbench,2
NaYb(PS3)2,1.85,Matbench,2
NaFe2O3,0.0,Matbench,2
NaGaGe3Se8,2.35,Matbench,2
NaH3(SeO3)2,4.9,Matbench,2
NaHg,0.0,Matbench,2
NaIn(IO3)4,4.25,Matbench,2
NaIn(TeO3)2,4.0,Matbench,2
NaIn3S5,2.18,Matbench,2
NaIn3Se5,2.17,Matbench,2
NaInS2,1.9,Matbench,2
NaInSe2,2.8,Matbench,2
NaInSnS4,2.4,Matbench,2
Nb2Tl4S11,1.8,Matbench,2
Nb3(Fe10B3)2,0.0,Matbench,2
NaLa2TaO6,4.5,Matbench,2
NaAlGeS4,3.6,Matbench,2
Nb3CuO8,1.47,Matbench,2
NaLu(Pd3O4)2,0.0,Matbench,2
NaNb2PS10,1.72,Matbench,2
NaNi2O3,0.0,Matbench,2
NaSb,0.82,Matbench,2
NaSb(PS3)2,2.17,Matbench,2
NaSbF6,3.76,Matbench,2
NaSbTe2,0.47,Matbench,2
NaSc(SeO3)2,5.5,Matbench,2
NaSi2Pd3,0.0,Matbench,2
NaSm(PS3)2,2.54,Matbench,2
NaSn2,0.0,Matbench,2
Nb5OF14,0.0,Matbench,2
Nb6Co7,0.0,Matbench,2
NaTl,0.0,Matbench,2
NaF,10.5,Matbench,2
NbCrN,0.0,Matbench,2
NaZr2TiF11,0.0,Matbench,2
NaZrCuTe3,0.0,Matbench,2
Nb(Cl2O)2,0.0,Matbench,2
Nb17Ir3S40,0.0,Matbench,2
Nb2(CoO3)3,0.0,Matbench,2
Nb2AgPS10,1.78,Matbench,2
Nb2Cr4Si5,0.0,Matbench,2
Nb2O5,3.08,Matbench,2
Nb2Pb2Se4O15,2.79,Matbench,2
Nb2Sb,0.0,Matbench,2
Nb2Tl3CuSe12,0.8,Matbench,2
NbSiIr,0.0,Matbench,2
NbSnIr,0.28,Matbench,2
Nb3B2,0.0,Matbench,2
NaLaS3,2.61,Matbench,2
Nd(CoGe)2,0.0,Matbench,2
Nb3In,0.0,Matbench,2
Nb3IrSe8,0.0,Matbench,2
Nb3Os,0.0,Matbench,2
Nb3Ru,0.0,Matbench,2
Nb3Te,0.0,Matbench,2
Nb3V(PO4)6,0.0,Matbench,2
Nb3VS6,0.0,Matbench,2
Nb40N21O16,0.0,Matbench,2
Nb4Co2PdSe12,0.0,Matbench,2
Nb5Ga4,0.0,Matbench,2
Nb5Ge3,0.0,Matbench,2
Nd2BC,0.0,Matbench,2
Nd2CdIn,0.0,Matbench,2
Nb6VSb3O25,3.2,Matbench,2
NaY(Te2O5)2,3.9,Matbench,2
Nd2HfS5,0.7,Matbench,2
NbCrW,0.0,Matbench,2
NbCu3Se4,2.45,Matbench,2
NbCuO3,2.0,Matbench,2
NbGaCo2,0.0,Matbench,2
NbHO3,0.0,Matbench,2
NbHg3F6,0.0,Matbench,2
NbOsPb,0.0,Matbench,2
NbPt2,0.0,Matbench,2
NbRu2Cl,0.0,Matbench,2
NbSe2,1.4,Matbench,2
NbSi2,0.0,Matbench,2
Nd3AlC,0.0,Matbench,2
Nd3Ge5,0.0,Matbench,2
Nd(Al4Co)2,0.0,Matbench,2
Nb3Bi,0.0,Matbench,2
Nd3Te4,1.6,Matbench,2
Nd(CoSi)2,0.0,Matbench,2
Nd(CrSi)2,0.0,Matbench,2
Nd(GePt)2,0.0,Matbench,2
Nd(InS2)3,1.15,Matbench,2
Nd(NiSn)2,0.0,Matbench,2
Nd(PRu)2,0.0,Matbench,2
Nd(Re2Si)2,0.0,Matbench,2
Nd(SiIr)2,0.0,Matbench,2
Nd1.33Lu0.67S3,1.5,Matbench,2
Nd10Se14O,1.98,Matbench,2
Nd2(SnSe3)3,0.5,Matbench,2
NdAl4Ge2Au,0.0,Matbench,2
NdAl7Au3,0.0,Matbench,2
Nd2Fe14B,0.0,Matbench,2
NbAg2(PS4)2,2.02,Matbench,2
NdB6,4.9,Matbench,2
Nd2IrPd,0.0,Matbench,2
Nd2Ni7P4,0.0,Matbench,2
Nd2O3,4.4,Matbench,2
Nd2Ru2O7,0.0,Matbench,2
Nd2S3,2.65,Matbench,2
Nd2Se3,1.7,Matbench,2
Nd2Te3,1.12,Matbench,2
Nd2WC2,0.0,Matbench,2
Nd2ZnGa,0.0,Matbench,2
Nd2ZrS5,1.83,Matbench,2
Nd3(GeRu)2,0.0,Matbench,2
NdGaO3,0.0,Matbench,2
NdIn3,0.0,Matbench,2
Nd3In,0.0,Matbench,2
Nd(AsPd)2,0.0,Matbench,2
NdInCu,0.0,Matbench,2
Nd3Zr,0.0,Matbench,2
Nd4(GeS4)3,2.62,Matbench,2
Nd4Ge3Rh4,0.0,Matbench,2
Nd4InSbSe9,1.57,Matbench,2
Nd4Mg3Co2,0.0,Matbench,2
Nd4MgRu,0.0,Matbench,2
Nd4O3F7,0.0,Matbench,2
Nd5Ge3,0.0,Matbench,2
Nd5Ge4,0.0,Matbench,2
NdAgAs2,0.0,Matbench,2
NdAgPb,0.0,Matbench,2
NdSbPd,0.0,Matbench,2
NdScGe,0.0,Matbench,2
NdAs,1.04,Matbench,2
Nd2Ge5Rh3,0.0,Matbench,2
NdSnRh,0.0,Matbench,2
NdBRh3,0.0,Matbench,2
NdBi,0.0,Matbench,2
NdCrGe3,0.0,Matbench,2
NdCu3(RuO3)4,0.0,Matbench,2
NdCuSO,2.98,Matbench,2
NdCuTeO,2.26,Matbench,2
NdErTl2,0.0,Matbench,2
NdErZn2,0.0,Matbench,2
NdF3,6.15,Matbench,2
NdFeSi2,0.0,Matbench,2
NdGa2Ni,0.0,Matbench,2
Ni2Mo4C,0.0,Matbench,2
Ni2Mo4N,0.0,Matbench,2
NdIn5Rh,0.0,Matbench,2
Nd3Ni13B2,0.0,Matbench,2
Ni3Ge,0.0,Matbench,2
NdLuSe3,1.61,Matbench,2
NdMg2,0.0,Matbench,2
NdMg2Ni9,0.0,Matbench,2
NdMgNi4,0.0,Matbench,2
NdMnSbO,0.0,Matbench,2
NdMoO4F,3.66,Matbench,2
NdNiC2,0.0,Matbench,2
NdO2,0.0,Matbench,2
NdPt,0.0,Matbench,2
NdRh,0.0,Matbench,2
NdSb,0.0,Matbench,2
NiI,0.0,Matbench,2
NiN,0.0,Matbench,2
NdSmHg2,0.0,Matbench,2
NdAu3,0.0,Matbench,2
NiTe,0.23,Matbench,2
NdTe,0.0,Matbench,2
NdTe2,0.48,Matbench,2
NdTiGe,0.0,Matbench,2
NdTlAg2,0.0,Matbench,2
NdTlPd,0.0,Matbench,2
NdZn2Ag,0.0,Matbench,2
Ni(CN)2,2.0,Matbench,2
Ni(PO3)4,0.0,Matbench,2
Ni23B6,0.0,Matbench,2
Ni2Ge,0.0,Matbench,2
Ni2Mo3N,0.0,Matbench,2
PH6NO4,6.8,Matbench,2
PHPbO3,3.97,Matbench,2
Ni2PO5,0.0,Matbench,2
NdInAu,0.0,Matbench,2
PPdS,1.38,Matbench,2
Ni3Pt,0.0,Matbench,2
Ni3S4,0.0,Matbench,2
Ni3SnN,0.0,Matbench,2
Ni4(BiO2)9,0.0,Matbench,2
Ni4(PO4)3,0.0,Matbench,2
Ni7(P2O7)4,0.0,Matbench,2
NiAgO2,0.0,Matbench,2
NiAsO3,0.0,Matbench,2
NiCO4,0.0,Matbench,2
NiGe,0.0,Matbench,2
NiGePt2,0.0,Matbench,2
Pb2SeN2O9,3.76,Matbench,2
Pb3O4,2.12,Matbench,2
NiO,4.0,Matbench,2
NdSn2,0.0,Matbench,2
PbSeO4,4.3,Matbench,2
OsS2,2.0,Matbench,2
P2H12N7Cl,0.0,Matbench,2
P2H4RhO9,0.0,Matbench,2
P2O5,0.0,Matbench,2
P2Os,1.13,Matbench,2
P2Pd,0.65,Matbench,2
P2Pd3S8,2.12,Matbench,2
P2Rh,1.0,Matbench,2
P2Se3,2.4,Matbench,2
P2Se5,2.2,Matbench,2
PH2NO2,0.0,Matbench,2
Pm2IrRh,0.0,Matbench,2
Pm2NiRh,0.0,Matbench,2
POsS,1.4,Matbench,2
Ni2Te3O8,3.84,Matbench,2
PmCd3,0.0,Matbench,2
PPdSe,0.15,Matbench,2
PRuS,1.4,Matbench,2
PSe,2.5,Matbench,2
PW5O17,0.0,Matbench,2
Pb17(Cl9O4)2,3.44,Matbench,2
Pb1Se0.01S0.99,0.37,Matbench,2
Pb1Se0.5S0.5,0.33,Matbench,2
Pb1Se0.95S0.05,0.26,Matbench,2
Pb1Se0.99S0.01,0.26,Matbench,2
Pb1Se0.9S0.1,0.27,Matbench,2
Pb2O3,1.67,Matbench,2
Pr(CoAs)2,0.0,Matbench,2
Pr(CoGe)2,0.0,Matbench,2
Pb3Se2(BrO3)2,3.73,Matbench,2
NiS2,0.64,Matbench,2
Pr(MnSi)2,0.0,Matbench,2
Pd(IO3)2,1.31,Matbench,2
Pd16S7,0.0,Matbench,2
Pd2N,0.0,Matbench,2
Pd3(PbS)2,0.0,Matbench,2
PdO,0.8,Matbench,2
PdPb2,0.0,Matbench,2
PdS,0.5,Matbench,2
PdS2,0.75,Matbench,2
PdSe,0.2,Matbench,2
PdSe2,0.4,Matbench,2
Pm2CuGe,0.0,Matbench,2
Pr2InPd2,0.0,Matbench,2
Pr2Ir2O7,0.0,Matbench,2
Pm2PtAu,0.0,Matbench,2
POsSe,1.4,Matbench,2
Pr2Te4O11,3.65,Matbench,2
PmCdPd2,0.0,Matbench,2
PmDy3,0.0,Matbench,2
PmGaAu2,0.0,Matbench,2
PmHgAu2,0.0,Matbench,2
PmMgAu2,0.0,Matbench,2
PmMgCd2,0.0,Matbench,2
PmMgRh2,0.0,Matbench,2
PmSbRh2,0.0,Matbench,2
PmSnRh2,0.0,Matbench,2
Pr(BRu)2,0.0,Matbench,2
Pr(BiO3)2,0.0,Matbench,2
Pr9(SbO)5,0.0,Matbench,2
PrAgAs2,0.0,Matbench,2
Pr(FeSi)2,0.0,Matbench,2
PbN6,2.98,Matbench,2
PrAu,0.0,Matbench,2
Pr1.29Lu0.71S3,1.38,Matbench,2
Pr10Se14O,1.89,Matbench,2
Pr1Te1.9,1.0,Matbench,2
Pr27Se40,0.0,Matbench,2
Pr2Au,0.0,Matbench,2
Pr2CdSn,0.0,Matbench,2
Pr2Co12P7,0.0,Matbench,2
Pr2Ge2Se7,1.32,Matbench,2
Pr2GeSe5,1.8,Matbench,2
Pr2HgPb,0.0,Matbench,2
Pr2InGe2,0.0,Matbench,2
PrGe3,0.0,Matbench,2
PrGe5,0.0,Matbench,2
Pr2S3,2.6,Matbench,2
Pm3I,0.0,Matbench,2
PrInAu2,0.0,Matbench,2
Pr3(Al2Si3)2,0.0,Matbench,2
Pr3Cd,0.0,Matbench,2
Pr3I,0.0,Matbench,2
Pr4InSbSe9,1.89,Matbench,2
Pr4MgRu,0.0,Matbench,2
Pr4Sb3,0.0,Matbench,2
Pr4Te7,0.46,Matbench,2
Pr5In11Ni6,0.0,Matbench,2
Pr5Si4,0.0,Matbench,2
Pr6Fe13Si,0.0,Matbench,2
Pr7Mn8O24,0.0,Matbench,2
PrSbPt,0.0,Matbench,2
PrSm3,0.0,Matbench,2
PrAl3Ni2,0.0,Matbench,2
Pr(InS2)3,1.14,Matbench,2
PrTl2InSe4,0.93,Matbench,2
PrB4,0.0,Matbench,2
PrB6,4.9,Matbench,2
PrBN2,4.0,Matbench,2
PrBPt4,0.0,Matbench,2
PrCd,0.0,Matbench,2
PrCo4B,0.0,Matbench,2
PrCuSO,3.03,Matbench,2
PrErIn2,0.0,Matbench,2
PrErMg2,0.0,Matbench,2
PrFeGe2,0.0,Matbench,2
PrGaAu2,0.0,Matbench,2
Rb15Hg16,0.0,Matbench,2
Rb28(Mg3In17)3,0.0,Matbench,2
PrGeAu,0.0,Matbench,2
Pr2Se3,1.8,Matbench,2
Rb2Cd(IBr)2,3.35,Matbench,2
PrIr2,0.0,Matbench,2
PrLuIn2,0.0,Matbench,2
PrLuSe3,1.56,Matbench,2
PrMgAg2,0.0,Matbench,2
PrMgGa,0.0,Matbench,2
PrMo3,0.0,Matbench,2
PrMoO4F,3.64,Matbench,2
PrNiGe2,0.0,Matbench,2
PrO,0.55,Matbench,2
PrP,0.0,Matbench,2
PrSb,0.66,Matbench,2
Rb2Hg3(GeS4)2,2.8,Matbench,2
Rb2Mo3Se3O16,3.1,Matbench,2
PrSmO2,0.0,Matbench,2
PrAs,1.0,Matbench,2
Rb2NaNiF6,0.0,Matbench,2
PrTlSe2,1.18,Matbench,2
PrTmTl2,0.0,Matbench,2
PrZn,0.0,Matbench,2
Pt0.97S2,0.95,Matbench,2
Pt3Pb,0.0,Matbench,2
Pt3PbC,0.0,Matbench,2
PtN,0.0,Matbench,2
PtS2,0.75,Matbench,2
PtSe2,0.1,Matbench,2
Rb1.45Sb7.45Pb3.1Se15,0.45,Matbench,2
Rb1.54Cd1.54Bi2.46S6,1.33,Matbench,2
Rb2TeI6,1.4,Matbench,2
Rb2Ti(AgS2)2,2.33,Matbench,2
Rb2AgPS4,2.6,Matbench,2
PrIn,0.0,Matbench,2
Rb2VCuS4,1.85,Matbench,2
Rb2Cd(PSe3)2,2.58,Matbench,2
Rb2Cd3(B4O7)4,4.76,Matbench,2
Rb2Cd3S4,2.92,Matbench,2
Rb2Cd3Se4,2.37,Matbench,2
Rb2Cd3Te4,2.3,Matbench,2
Rb2CrF6,0.0,Matbench,2
Rb2Cu2Sb2S5,1.6,Matbench,2
Rb2Cu2SnS4,2.08,Matbench,2
Rb2FeI4,0.0,Matbench,2
Rb2GeB4O9,5.54,Matbench,2
Rb2Hg(PSe3)2,2.32,Matbench,2
Rb3Nb2AsSe11,1.5,Matbench,2
Rb3Sb,1.0,Matbench,2
Rb2Mo9Se10,0.0,Matbench,2
PrTaN2O,2.0,Matbench,2
Rb3Sm,0.0,Matbench,2
Rb2NaVF6,0.0,Matbench,2
Rb2NbCuS4,2.64,Matbench,2
Rb2NbCuSe4,2.19,Matbench,2
Rb2PS5,2.3,Matbench,2
Rb2Pt(IO3)6,2.4,Matbench,2
Rb2SCl6F,0.0,Matbench,2
Rb2Sn2Hg3S8,2.48,Matbench,2
Rb2Sn3(SbS5)2,2.33,Matbench,2
Rb2Tb3AlF16,0.0,Matbench,2
Rb2Te,4.5,Matbench,2
Rb2TeBr6,2.14,Matbench,2
Rb5(WO3)18,0.0,Matbench,2
Rb5B(SO4)4,3.99,Matbench,2
Rb2Ti(CuS2)2,2.19,Matbench,2
Rb2BaNb2Se11,1.53,Matbench,2
Rb6O,0.0,Matbench,2
Rb2Zn3(SeO3)4,4.9,Matbench,2
Rb3(Cu4S3)2,0.0,Matbench,2
Rb3Ag9(PS4)4,2.6,Matbench,2
Rb3Al3Ge7S20,3.1,Matbench,2
Rb3Al3Ge7Se20,2.4,Matbench,2
Rb3Bi2Br9,2.62,Matbench,2
Rb3Cd(BO2)5,2.34,Matbench,2
Rb3Ga,0.0,Matbench,2
Rb3Li4(BO2)7,6.53,Matbench,2
Rb3Mn,0.0,Matbench,2
Rb3Na(MoO4)2,4.84,Matbench,2
RbC8,0.0,Matbench,2
RbCaBO3,3.67,Matbench,2
Rb3Sb2Br9,2.48,Matbench,2
Rb2Na2IrO4,0.0,Matbench,2
RbCd4Ga5S12,3.02,Matbench,2
Rb3Ta2AsS11,2.21,Matbench,2
Rb3Tm,0.0,Matbench,2
Rb3Zn(BO2)5,2.66,Matbench,2
Rb4Ag9(SbS3)4,2.0,Matbench,2
Rb4CuSi2O7,0.0,Matbench,2
Rb4Ga4Si19,1.18,Matbench,2
Rb4Ge(PSe3)4,2.0,Matbench,2
Rb4Ge3B6O17,5.42,Matbench,2
Rb4Mo5(PO11)2,3.51,Matbench,2
Rb4Ti3S14,1.59,Matbench,2
Rb5(W4O15)2,0.0,Matbench,2
RbF,10.4,Matbench,2
RbF3,0.0,Matbench,2
Rb5Li6(BO2)11,6.53,Matbench,2
Rb2VAgS4,1.83,Matbench,2
RbGeB3O7,5.58,Matbench,2
Rb7Th2(P2Se7)3,2.07,Matbench,2
Rb9Bi13S24,1.3,Matbench,2
RbAg2SbS4,2.3,Matbench,2
RbAg2TeS6,2.04,Matbench,2
RbAg5(PS4)2,2.4,Matbench,2
RbAgF3,0.0,Matbench,2
RbB5(H2O3)4,0.0,Matbench,2
RbBa2(PO3)5,7.6,Matbench,2
RbBi2,0.0,Matbench,2
RbBi3TeSe4,0.8,Matbench,2
RbBr3,0.0,Matbench,2
RbMn4Ga5Te12,1.53,Matbench,2
RbMn4In5Se12,1.76,Matbench,2
RbCd(BO2)3,4.2,Matbench,2
Rb3Sb2I9,1.94,Matbench,2
RbNa2NiO2,0.0,Matbench,2
RbCd4Ga5Se12,2.19,Matbench,2
RbCd4Ga5Te12,1.64,Matbench,2
RbCd4In5Se12,1.57,Matbench,2
RbCu(SbS2)2,1.6,Matbench,2
RbCu2AsS3,1.96,Matbench,2
RbCu2SbS3,1.67,Matbench,2
RbCu4AsS4,2.15,Matbench,2
RbCuPdF5,0.0,Matbench,2
RbCuSnS3,1.44,Matbench,2
RbCuSnSe3,1.04,Matbench,2
RbEuO2,0.0,Matbench,2
RbTa3(TeO6)2,3.88,Matbench,2
RbTbSe2,2.5,Matbench,2
RbGaSnSe4,1.88,Matbench,2
Rb5Tl3O,0.0,Matbench,2
RbU2SbS8,0.0,Matbench,2
RbH2(IO3)3,4.07,Matbench,2
RbH3(SeO3)2,4.84,Matbench,2
RbHg3,0.0,Matbench,2
RbHgSbTe3,0.2,Matbench,2
RbIn4,0.0,Matbench,2
RbIn5S6,2.5,Matbench,2
RbInGeS4,3.1,Matbench,2
RbInS2,3.3,Matbench,2
RbInSnS4,2.7,Matbench,2
RbInTe3O8,3.9,Matbench,2
RbLiCO3,6.28,Matbench,2
Re2W3C,0.0,Matbench,2
Re3As7,0.0,Matbench,2
RbMnTe2,0.0,Matbench,2
RbCd13,0.0,Matbench,2
Re5(NiAs6)2,0.0,Matbench,2
RbNa2Sb,1.0,Matbench,2
RbNb3(TeO6)2,3.49,Matbench,2
RbNb4Br11,0.46,Matbench,2
RbNbSe2O7,4.1,Matbench,2
RbPPbO4,4.35,Matbench,2
RbPSe6,2.18,Matbench,2
RbPdF3,0.0,Matbench,2
RbSbO3,0.0,Matbench,2
RbSbSe2,1.62,Matbench,2
RbSbTe2,0.38,Matbench,2
RbSc(SeO3)2,4.9,Matbench,2
Rh2S3,0.8,Matbench,2
Rh3Pb,0.0,Matbench,2
RbTiBr3,0.0,Matbench,2
RbGe3,0.0,Matbench,2
RhSe2,0.6,Matbench,2
RbUAgS3,0.0,Matbench,2
RbV(CuS2)2,1.45,Matbench,2
RbVP2S7,0.0,Matbench,2
RbWO3,0.0,Matbench,2
RbY(TeO3)2,3.6,Matbench,2
RbYbZnSe3,2.07,Matbench,2
RbZn4In5Se12,1.76,Matbench,2
RbZrPSe6,2.0,Matbench,2
Re(TeCl6)2,0.0,Matbench,2
Re2PbO6,0.0,Matbench,2
Re2RuBr,0.0,Matbench,2
Sb2XeF14,0.0,Matbench,2
Sb3IO4,2.61,Matbench,2
Re3F,0.0,Matbench,2
RbMoPO6,2.96,Matbench,2
Sb6Pb4Se13,0.65,Matbench,2
ReBiO3,0.0,Matbench,2
ReCl4,0.0,Matbench,2
ReF6,0.0,Matbench,2
ReIr3,0.0,Matbench,2
ReO3,2.3,Matbench,2
ReOsRu,0.0,Matbench,2
RePO5,0.0,Matbench,2
ReSi2,0.12,Matbench,2
ReSn3,0.0,Matbench,2
Rh0.67S2,1.5,Matbench,2
Rh0.67Se2,0.7,Matbench,2
SbRuSe,0.9,Matbench,2
SbSBr,2.17,Matbench,2
Rh7(PbO5)3,0.0,Matbench,2
RbTmO3,0.0,Matbench,2
SbTeOs,0.05,Matbench,2
RhSe3,0.7,Matbench,2
RhSeS,0.7,Matbench,2
Ru3Cl,0.0,Matbench,2
RuCl3,0.0,Matbench,2
RuS2,1.8,Matbench,2
RuSe2,1.0,Matbench,2
Sb2I2F11,0.0,Matbench,2
Sb2Os,0.2,Matbench,2
Sb2PbSe4,1.8,Matbench,2
Sb2Ru,0.3,Matbench,2
Sb2Te,0.0,Matbench,2
Sc2Fe,0.77,Matbench,2
Sc2FeB2Ir5,0.0,Matbench,2
Sb4Pb4S11,0.0,Matbench,2
Re3P4,0.0,Matbench,2
Sc2MnC,0.0,Matbench,2
Sb6Pb6Se17,0.8,Matbench,2
Sb8I2O11,2.72,Matbench,2
SbAs,1.6,Matbench,2
SbOsS,1.2,Matbench,2
SbOsSe,0.4,Matbench,2
SbPb2S2I3,2.0,Matbench,2
SbPbBrO2,2.67,Matbench,2
SbPbIO2,2.48,Matbench,2
SbPd3,0.0,Matbench,2
SbPt3,0.0,Matbench,2
SbRh3,0.0,Matbench,2
Sc5NCl8,0.0,Matbench,2
Sc5Pb3,0.0,Matbench,2
SbSeBr,1.84,Matbench,2
RhS3,1.5,Matbench,2
Sc6Te2Os,0.0,Matbench,2
SbTeRh,0.5,Matbench,2
SbTeRu,0.5,Matbench,2
Sc(CuSe)3,0.3,Matbench,2
Sc(GaFe)6,0.0,Matbench,2
Sc(TiN)9,0.0,Matbench,2
Sc(VGa2)2,0.0,Matbench,2
Sc11(AlGe4)2,0.0,Matbench,2
Sc14Cu14O37,0.0,Matbench,2
Sc2(PO4)3,0.0,Matbench,2
Sc2Al3Ru,0.0,Matbench,2
Sc2CuRu,0.0,Matbench,2
ScCdHg2,0.0,Matbench,2
ScCoGe2,0.0,Matbench,2
Sc2GaAg,0.0,Matbench,2
Sb5IO7,1.95,Matbench,2
ScCu2,0.0,Matbench,2
Sc2S3,2.0,Matbench,2
Sc2TlTc,0.0,Matbench,2
Sc3(MnGa3)2,0.0,Matbench,2
Sc3(ReSi2)2,0.0,Matbench,2
Sc3BPb,0.0,Matbench,2
Sc3C4,0.0,Matbench,2
Sc3Fe2Si3,0.0,Matbench,2
Sc3GaC,0.0,Matbench,2
Sc3PbC,0.0,Matbench,2
Sc4Ge6Rh7,0.0,Matbench,2
Sc5Bi3,0.0,Matbench,2
ScSbRh2,0.0,Matbench,2
ScSbRu2,0.0,Matbench,2
Sc6FeSb2,0.0,Matbench,2
SbTeI,1.25,Matbench,2
ScTa2NO5,2.67,Matbench,2
Sc7CI12,0.0,Matbench,2
Sc8Te3,0.0,Matbench,2
ScAg,0.0,Matbench,2
ScAg(PSe3)2,1.55,Matbench,2
ScAgO2,3.8,Matbench,2
ScAlNi2,0.0,Matbench,2
ScBIr3,0.0,Matbench,2
ScBPd3,0.0,Matbench,2
ScBe5,0.0,Matbench,2
ScCd,1.71,Matbench,2
ScCdAg2,0.0,Matbench,2
Si0.001Ge0.999,0.65,Matbench,2
Si0.03Ge0.97,0.67,Matbench,2
ScCoO3,0.0,Matbench,2
Sc2GaIr,0.0,Matbench,2
Si0.08Ge0.92,0.72,Matbench,2
ScCuO2,3.3,Matbench,2
ScGa2,0.0,Matbench,2
ScGe2,0.0,Matbench,2
ScHg,0.24,Matbench,2
ScIr,0.0,Matbench,2
ScN,2.6,Matbench,2
ScNiSb,0.11,Matbench,2
ScPPt,0.0,Matbench,2
ScRh,0.0,Matbench,2
ScRh3C,0.0,Matbench,2
ScSbPd,0.23,Matbench,2
Si0.7Ge0.3,1.0,Matbench,2
Si0.8Ge0.2,1.1,Matbench,2
ScSi3Ni,0.0,Matbench,2
Sc6NiTe2,0.0,Matbench,2
Si0.999Ge0.001,1.09,Matbench,2
ScTiNbO6,3.58,Matbench,2
ScTiO3,0.0,Matbench,2
ScTlS2,1.51,Matbench,2
ScTlSe2,0.79,Matbench,2
