Formula,E_g_Exp,Source,Priority,frac f valence electrons,cohesive energy (MP),MagpieData range GSbandgap,MagpieData mode Row,MagpieData mode MeltingT,F fraction,Al fraction,MagpieData avg_dev Row,MagpieData mode NfUnfilled,Pm fraction,Cr fraction,MagpieData minimum Electronegativity,Fr fraction,Bk fraction,La fraction,MagpieData mean GSmagmom,B fraction,Cf fraction,MagpieData mean NdValence,MagpieData mean NfValence,Sb fraction,MagpieData avg_dev MeltingT,Md fraction,maximum EN difference,MagpieData minimum MendeleevNumber,MagpieData minimum NsUnfilled,Si fraction,MagpieData maximum Number,Tl fraction,P fraction,Li fraction,Ca fraction,MagpieData avg_dev AtomicWeight,Ar fraction,Gd fraction,MagpieData avg_dev NpValence,range oxidation state,A_site_weight,Y fraction,avg d valence electrons,MagpieData mode NfValence,C fraction,MagpieData avg_dev NfValence,MagpieData maximum GSbandgap,MagpieData mean NpUnfilled,minimum EN difference,Sc fraction,Ti fraction,MagpieData mean MeltingT,Rb fraction,Ba fraction,Pb fraction,MagpieData maximum NpUnfilled,Mg fraction,(u+t)n,mean EN difference,MagpieData mode Electronegativity,minimum oxidation state,MagpieData avg_dev NdUnfilled,pretty_formula,MagpieData maximum NpValence,MagpieData mode NpValence,MagpieData range Electronegativity,MagpieData mean CovalentRadius,dist from 3 clusters |APE| < 0.010,mean Column,Zn fraction,range EN difference,Re fraction,N fraction,MagpieData minimum NUnfilled,Ho fraction,MagpieData minimum NValence,Am fraction,MagpieData mode SpaceGroupNumber,MagpieData mean Row,MagpieData minimum MeltingT,avg anion electron affinity,MagpieData mean MendeleevNumber,MagpieData avg_dev NpUnfilled,MagpieData mode AtomicWeight,Sr fraction,Yb fraction,MagpieData mode NValence,MagpieData minimum CovalentRadius,No fraction,MagpieData range Number,MagpieData avg_dev NsValence,MagpieData maximum MendeleevNumber,MagpieData minimum Number,MagpieData mode Number,Ra fraction,Zr fraction,range Number,A_site_affinity,MagpieData mean SpaceGroupNumber,Mn fraction,Nb fraction,Tb fraction,MagpieData mean NdUnfilled,MagpieData maximum Row,At fraction,avg f valence electrons,Se fraction,MagpieData range Column,MagpieData mean AtomicWeight,Ru fraction,Rn fraction,MagpieData range NfUnfilled,MagpieData mean Number,MagpieData minimum GSvolume_pa,MagpieData mean NpValence,Pa fraction,MagpieData maximum AtomicWeight,MagpieData maximum GSmagmom,std_dev EN difference,Er fraction,Ga fraction,mean Electronegativity,MagpieData mean Column,Nd fraction,MagpieData range CovalentRadius,MagpieData range Row,frac s valence electrons,mean AtomicWeight,dist from 5 clusters |APE| < 0.010,MagpieData mean GSvolume_pa,Dy fraction,As fraction,Xe fraction,MagpieData maximum NValence,Hg fraction,MagpieData maximum NsUnfilled,Ir fraction,range AtomicRadius,MagpieData minimum NsValence,X_site_fir_ionization_energy,MagpieData maximum MeltingT,Na fraction,In fraction,Sm fraction,MagpieData maximum GSvolume_pa,MagpieData range NUnfilled,Cl fraction,MagpieData maximum Electronegativity,MagpieData mode NsUnfilled,Co fraction,mean Row,MagpieData mode CovalentRadius,Kr fraction,W fraction,MagpieData mode NUnfilled,U fraction,Eu fraction,MagpieData avg_dev MendeleevNumber,MagpieData range NsValence,MagpieData maximum NdUnfilled,Ne fraction,Br fraction,Pt fraction,maximum oxidation state,MagpieData mean NValence,MagpieData minimum NdValence,Te fraction,Tc fraction,MagpieData maximum NUnfilled,dist from 1 clusters |APE| < 0.010,MagpieData avg_dev NValence,Th fraction,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData mode NpUnfilled,MagpieData maximum NdValence,MagpieData minimum Column,range Electronegativity,MagpieData avg_dev SpaceGroupNumber,transition metal fraction,Os fraction,Lr fraction,Fe fraction,MagpieData avg_dev GSvolume_pa,MagpieData avg_dev NdValence,MagpieData maximum SpaceGroupNumber,frac d valence electrons,MagpieData mode Column,MagpieData maximum Column,MagpieData minimum NfUnfilled,MagpieData range NsUnfilled,A_site_fir_ionization_energy,X_site_electronegativity,MagpieData range MendeleevNumber,MagpieData range NfValence,He fraction,Cs fraction,MagpieData minimum Row,Np fraction,octahedral_factor,X_site_affinity,MagpieData range MeltingT,MagpieData range NValence,Ce fraction,MagpieData avg_dev Number,MagpieData mode GSmagmom,Ta fraction,MagpieData mode NdValence,Tm fraction,Fm fraction,tolerance_factor,MagpieData mean NUnfilled,Hf fraction,Es fraction,MagpieData maximum NsValence,std_dev oxidation state,Cu fraction,Mo fraction,mean Number,MagpieData mean NsValence,MagpieData range NpValence,H fraction,I fraction,Ge fraction,MagpieData range GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum SpaceGroupNumber,Ni fraction,MagpieData mean NfUnfilled,Pr fraction,Pd fraction,Sn fraction,X_site_weight,Pu fraction,frac p valence electrons,Ac fraction,Au fraction,MagpieData range NpUnfilled,Cm fraction,MagpieData maximum CovalentRadius,MagpieData minimum NpValence,MagpieData mean NsUnfilled,avg p valence electrons,Cd fraction,MagpieData minimum NfValence,MagpieData maximum NfValence,formation_energy_per_atom,Be fraction,band center,MagpieData mode NdUnfilled,volume,MagpieData mean GSbandgap,MagpieData avg_dev NUnfilled,S fraction,band_gap,Ag fraction,V fraction,MagpieData minimum GSmagmom,A_site_electronegativity,MagpieData mean Electronegativity,MagpieData range AtomicWeight,MagpieData maximum NfUnfilled,MagpieData avg_dev GSbandgap,MagpieData range GSmagmom,Bi fraction,MagpieData avg_dev NsUnfilled,mean AtomicRadius,MagpieData minimum GSbandgap,O fraction,Po fraction,avg s valence electrons,MagpieData mode NsValence,MagpieData minimum NdUnfilled,MagpieData range NdValence,MagpieData range NdUnfilled,MagpieData avg_dev CovalentRadius,MagpieData avg_dev GSmagmom,MagpieData range SpaceGroupNumber,Rh fraction,Lu fraction,MagpieData minimum NpUnfilled,K fraction,MagpieData mode GSbandgap,MagpieData avg_dev NfUnfilled,MagpieData avg_dev Electronegativity,MagpieData avg_dev Column,Delta_E_g,is_metal_exp,is_metal_gga
CsAgCl3,0.0,Matbench,2,0.0,2.000482189,2.493,3,171.6,0.0,0.0,1.2,0,0.0,0.0,0.79,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,329.8664,0,2.37,5,0,0.0,55,0.0,0.0,0.0,0.0,40.76823646,0,0.0,2.4,3,132.9,0.0,2.0,0,0.0,0.0,2.493,0.6,1.23,0.0,0.0,410.264,0.0,0.0,0.0,1,0.0,1.135538893,1.8,3.16,-1,0.0,CsAgCl3,5,5,2.37,139.0,0.768047723,12.6,0.0,1.14,0.0,0.0,1,0.0,1,0,64,4.0,171.6,-349000.0,70.4,0.48,35.453,0.0,0.0,7,102,0,38,0.48,94,17,17,0,0.0,38,0.472,129.2,0.0,0.0,0.0,0.0,6,0,0.0,0.0,16,69.42653038,0.0,0,0,30.6,16.33,3.0,0.0,132.9054519,0.0,0.806101731,0.0,0.0,2.44,12.6,0.0,142,3,0.242424242,69.42653038,0.783027199,41.1175,0.0,0.0,0,11,0.0,1,0.0,1.6,1,12.968,1234.93,0.0,0.0,0.0,115.765,0,0.6,3.16,0,0.0,4.0,102,0,0.0,1,0.0,0.0,28.32,1,0,0,0.0,0.0,2,6.6,0,0.0,0.0,1,0.753886378,2.24,0.0,94,35.453,1,10,1,2.37,78.24,0.2,0.0,0,0.0,29.859,3.2,229,0.303030303,17,17,0,1,3.894,3.16,89,0,0,0.2,3,0.0,0.646706587,3.62,1063.33,10,0.0,16.32,0.0,0.0,0,0.0,0,0.89481149,1.0,0.0,0,2,1.690308509,0.0,0.0,30.6,1.6,5,0.0,0.0,0.0,99.435,24.4975,64,0.0,0.0,0.0,0.0,0.0,35.45,0.0,0.454545455,0.0,0.0,1,0,244,0,0.4,3.0,0.0,0,0,-1.436688937,0.0,5.603902308,0,301.8049116,1.4958,0.0,0.0,0.0,0.2,0.0,0,0.79,2.44,97.4524519,0,1.19664,0.0,0.0,0.48,1.44,0.0,0.0,0,1.6,2,0,10,0,44.4,0.0,165,0.0,0.0,0,0.0,2.493,0.0,0.864,5.28,0.0,1,1
CsCaO3,0.0,Matbench,2,0.0,4.06888535,0.0,2,54.8,0.0,0.0,1.44,0,0.0,0.0,0.79,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,319.5208,0,1.28225,5,0,0.0,55,0.0,0.0,0.0,0.2,35.48364861,0,0.0,1.92,0,132.9,0.0,0.0,0,0.0,0.0,0.0,1.2,0.0039,0.0,0.0,316.198,0.0,0.0,0.0,2,0.0,2.549323801,0.135066667,3.44,0,0.0,CsCaO3,4,4,2.65,123.6,0.063923272,10.2,0.0,0.0,0.0,0.0,0,0.0,1,0,12,3.2,54.8,-33041.66667,54.6,0.96,15.9994,0.0,0.0,6,66,0,47,0.32,87,8,8,0,0.0,47,0.472,98.0,0.0,0.0,0.0,0.0,6,0,0.0,0.0,15,44.19633038,0.0,0,0,19.8,9.105,2.4,0.0,132.9054519,0.0,0.0,0.0,0.0,2.422,10.2,0.0,178,4,0.428571429,44.19633038,0.075585574,36.17,0.0,0.0,0,6,0.0,1,0.0,2.0,1,13.618,1115.0,0.0,0.0,0.0,115.765,2,0.0,3.44,0,0.0,3.2,66,0,0.0,2,0.0,0.0,38.88,1,0,0,0.0,0.0,0,4.2,0,0.0,0.0,2,0.042491829,2.16,0.0,87,15.9994,2,0,1,2.65,103.2,0.0,0.0,0,0.0,32.478,0.0,229,0.0,16,16,0,1,3.894,3.44,82,0,0,0.2,2,0.0,2.383561644,1.46,1060.2,5,0.0,14.16,0.0,0.0,0,0.0,0,0.881736391,1.4,0.0,0,2,0.0,0.0,0.0,19.8,1.8,4,0.0,0.0,0.0,106.66,9.105,12,0.0,0.0,0.0,0.0,0.0,15.999,0.0,0.571428571,0.0,0.0,2,0,244,0,0.2,2.4,0.0,0,0,-1.496024229,0.0,4.916086872,0,102.8247444,0.0,0.72,0.0,0.0,0.0,0.0,0,0.79,2.422,116.9060519,0,0.0,0.0,0.0,0.32,1.24,0.0,0.6,0,1.8,2,0,0,0,69.12,0.0,217,0.0,0.0,0,0.0,0.0,0.0,1.2216,6.96,0.0,1,1
CsEuF3,0.0,Matbench,2,0.225806452,2.016215041,1.97,2,53.5,0.6,0.0,1.92,0,0.0,0.0,0.79,0,0,0.0,0.0,0.0,0,0.0,1.4,0.0,313.4328,0,3.19,5,0,0.0,63,0.0,0.0,0.0,0.0,59.24943492,0,0.0,2.4,3,132.9,0.0,0.0,0,0.0,2.24,1.97,0.6,2.78,0.0,0.0,311.418,0.0,0.0,0.0,1,0.0,1.386059902,2.985,3.98,-1,0.0,CsEuF3,5,5,3.19,122.6,0.7536358,11.0,0.0,0.41,0.0,0.0,1,0.0,1,0,15,3.6,53.5,-328000.0,61.8,0.48,18.9984032,0.0,0.0,7,57,0,54,0.32,93,9,9,0,0.0,54,0.472,100.6,0.0,0.0,0.0,0.0,6,0,1.4,0.0,16,68.3729323,0.0,0,7,29.0,9.7075,3.0,0.0,151.964,0.0,0.28991378,0.0,0.0,2.783,11.0,0.0,187,4,0.290322581,68.3729323,0.763237746,36.2695,0.0,0.0,0,9,0.0,1,0.0,2.1,1,17.422,1095.0,0.0,0.0,0.0,115.765,6,0.0,3.98,0,0.0,3.6,57,0,0.0,1,0.0,0.2,37.44,1,0,0,0.0,0.0,2,6.2,0,0.0,0.0,7,0.745366309,2.08,0.0,93,18.9984032,1,0,1,3.19,102.72,0.0,0.0,0,0.0,31.8744,0.0,229,0.0,17,17,0,1,3.894,3.98,88,7,0,0.2,2,0.0,1.100840336,3.4,1041.5,8,0.0,24.0,0.0,0.0,0,0.0,0,0.848528137,2.2,0.0,0,2,1.690308509,0.0,0.0,29.0,1.8,5,0.0,0.0,0.0,106.0575,9.7075,15,0.0,1.4,0.0,0.0,0.0,18.998,0.0,0.483870968,0.0,0.0,1,0,244,0,0.2,3.0,0.0,0,7,-3.599968912,0.0,5.976236262,0,113.3378837,1.182,1.92,0.0,0.0,0.0,0.0,0,0.79,2.783,132.9655968,7,0.9456,0.0,0.0,0.32,1.19,0.0,0.0,0,1.8,2,0,0,0,78.72,0.0,214,0.0,0.0,0,0.0,1.97,2.24,1.4364,7.2,0.0,1,1
CsGaS3,3.0,Matbench,2,0.0,2.02533225,2.202,3,388.36,0.0,0.0,0.96,0,0.0,0.0,0.79,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,41.3328,0,1.79,5,0,0.0,55,0.0,0.0,0.0,0.0,33.23962846,0,0.0,1.68,5,132.9,0.0,2.0,0,0.0,0.0,2.202,2.2,0.77,0.0,0.0,353.916,0.0,0.0,0.0,5,0.0,1.052504458,1.28,2.58,-2,0.0,CsGaS3,4,4,1.79,136.2,0.065947801,12.4,0.0,1.02,0.0,0.0,1,0.0,1,0,70,3.8,301.59,-266666.6667,68.6,1.12,32.065,0.0,0.0,6,105,0,39,0.32,88,16,16,0,0.0,39,0.472,100.6,0.0,0.0,0.0,0.0,6,0,0.0,0.0,15,59.76469038,0.0,0,0,26.8,18.8575,2.6,0.0,132.9054519,0.0,0.721248917,0.0,0.2,2.068,12.4,0.0,139,3,0.28125,59.76469038,0.099440597,42.396625,0.0,0.0,0,13,0.0,1,0.0,1.6,1,10.36,388.36,0.0,0.0,0.0,115.765,4,0.0,2.58,0,0.0,3.8,105,0,0.0,2,0.0,0.0,25.44,1,0,0,0.0,0.0,3,6.4,0,0.0,0.0,5,0.0,2.64,0.0,88,32.065,2,10,1,1.79,51.36,0.0,0.0,0,0.0,29.34735,3.2,229,0.3125,16,16,0,1,3.894,2.58,83,0,0,0.2,3,0.0,0.475,2.07,86.77,12,0.0,12.96,0.0,0.0,0,0.0,0,1.021709375,2.4,0.0,0,2,2.108185107,0.0,0.0,26.8,1.8,4,0.0,0.0,0.0,96.9075,25.786875,64,0.0,0.0,0.0,0.0,0.0,32.06,0.0,0.40625,0.0,0.0,5,0,244,0,0.2,2.6,0.0,0,0,-1.231616247,0.0,4.401392546,0,615.8597099,1.3212,1.04,0.6,2.4892,0.0,0.0,0,0.79,2.068,100.8404519,0,1.05696,0.0,0.0,0.32,1.38,0.0,0.0,0,1.8,2,0,10,0,43.12,0.0,165,0.0,0.0,0,0.0,2.202,0.0,0.6144,4.56,0.5108000000000001,0,0
CsGdO3,0.0,Matbench,2,0.24137931,2.029992384,0.0,2,54.8,0.0,0.0,1.92,0,0.0,0.0,0.79,0,0,0.0,0.0,0.0,0,0.2,1.4,0.0,470.2408,0,1.280933333,5,0,0.0,64,0.0,0.0,0.0,0.0,61.95759646,0,0.2,1.92,0,132.9,0.0,0.2,0,0.0,2.24,0.0,1.2,0.005866667,0.0,0.0,410.398,0.0,0.0,0.0,2,0.0,2.561034863,0.1307,3.44,0,2.88,CsGdO3,4,4,2.65,127.6,0.069596097,10.4,0.0,0.0,0.0,0.0,1,0.0,1,0,12,3.6,54.8,-34033.66667,58.6,0.96,15.9994,0.0,0.0,6,66,0,56,0.32,87,8,8,0,0.0,56,0.472,91.8,0.0,0.0,0.0,1.8,6,0,1.4,0.0,15,67.63073038,0.0,0,7,28.6,9.105,2.4,0.0,157.25,0.0,0.0,0.0,0.0,2.462,10.4,0.0,178,4,0.310344828,67.63073038,0.081419475,35.026,0.0,0.0,0,10,0.0,1,0.0,2.0,1,13.618,1586.0,0.0,0.0,0.0,115.765,15,0.0,3.44,0,0.0,3.6,66,0,0.0,2,0.0,0.0,34.08,1,9,0,0.0,0.0,0,5.8,0,0.0,0.0,16,0.044536177,1.92,0.0,87,15.9994,2,1,1,2.65,95.76,0.0,0.0,0,0.0,32.2956,0.32,229,0.034482759,16,16,0,1,3.894,3.44,82,7,0,0.2,2,0.0,2.219178082,1.46,1531.2,9,0.0,24.72,0.0,0.0,0,0.0,0,0.926761228,4.6,0.0,0,2,0.0,0.0,0.0,28.6,1.8,4,0.0,0.0,0.0,106.66,9.105,12,0.0,1.4,0.0,0.0,0.0,15.999,0.0,0.413793103,0.0,0.0,2,0,244,0,0.2,2.4,0.0,0,7,-2.276345196,0.0,4.998347884,0,93.91437829,0.0,4.56,0.0,0.0,0.0,0.0,0,0.79,2.462,141.2506,7,0.0,0.0,0.0,0.32,1.24,0.0,0.6,0,1.8,2,0,1,9,73.92,0.0,217,0.0,0.0,0,0.0,0.0,2.24,1.1736,6.72,0.0,1,1
CsInI3,0.0,Matbench,2,0.0,2.007037683,1.062,5,386.85,0.0,0.0,0.32,0,0.0,0.0,0.79,0,0,0.0,0.0,0.0,0,8.0,0.0,0.0,30.7152,0,1.87,5,0,0.0,55,0.0,0.0,0.0,0.0,4.347748952,0,0.0,2.16,3,132.9,0.0,8.0,0,0.0,0.0,1.062,1.6,0.88,0.0,0.0,378.378,0.0,0.0,0.0,5,0.0,1.20837078,1.375,2.66,-1,0.0,CsInI3,5,5,1.87,160.6,0.772740051,13.0,0.0,0.99,0.0,0.0,1,0.0,1,0,64,5.2,301.59,-295200.0,73.6,1.36,126.90447,0.0,0.0,17,139,0,6,0.32,96,49,53,0,0.0,6,0.472,112.0,0.0,0.0,0.0,0.0,6,0,0.0,0.0,16,125.6873724,0.0,0,0,52.6,24.26,3.2,0.0,132.9054519,0.0,0.700035713,0.0,0.0,2.11,13.0,0.0,105,1,0.138461538,125.6873724,0.796279053,53.814,0.0,0.0,0,17,0.0,1,0.0,1.2,1,10.451,429.75,0.0,0.2,0.0,115.765,4,0.0,2.66,0,0.0,5.2,139,0,0.0,1,0.0,0.0,27.44,1,0,0,0.0,0.0,2,13.0,0,0.0,0.0,5,0.739035073,4.8,0.0,96,114.818,1,10,1,1.87,57.6,0.0,0.0,0,0.0,24.7804,3.2,229,0.615384615,17,17,0,1,3.894,2.66,91,0,0,0.2,5,0.0,0.485436893,3.06,128.16,16,0.0,1.44,0.0,0.0,10,0.0,0,0.894282106,1.8,0.0,0,2,1.690308509,0.0,0.0,52.6,1.8,5,0.0,0.6,0.0,91.505,43.015,64,0.0,0.0,0.0,0.0,0.0,126.9,0.0,0.246153846,0.0,0.0,5,0,244,0,0.2,3.2,0.0,0,0,-0.934431443,0.0,4.594880303,0,236.1811714,0.6372,1.28,0.0,0.0,0.0,0.0,0,0.79,2.11,18.0874519,0,0.50976,0.0,0.0,0.32,1.67,0.0,0.0,0,1.8,2,0,10,0,33.36,0.0,165,0.0,0.0,0,0.0,1.062,0.0,0.66,4.8,0.0,1,1
CsIrO3,0.0,Matbench,2,0.333333333,4.691171062,0.0,2,54.8,0.0,0.0,1.92,0,0.0,0.0,0.79,0,0,0.0,0.0,0.0,0,1.4,2.8,0.0,839.2008,0,2.65,5,0,0.0,77,0.0,0.0,0.0,0.0,70.34967646,0,0.0,1.92,7,132.9,0.0,1.4,0,0.0,4.48,0.0,1.2,1.24,0.0,0.0,640.998,0.0,0.0,0.0,2,0.0,1.466288958,1.945,3.44,-2,0.96,CsIrO3,4,4,2.65,116.6,0.097629855,11.6,0.0,1.41,0.0,0.0,1,0.0,1,0,12,3.6,54.8,-282000.0,65.2,0.96,15.9994,0.0,0.0,6,66,0,69,0.32,87,8,8,0,0.0,69,0.472,98.0,0.0,0.0,0.0,0.6,6,0,2.8,0.0,15,74.62413038,0.0,0,0,31.2,9.105,2.4,0.0,192.217,0.0,0.997020561,0.0,0.0,2.662,11.6,0.0,178,4,0.214285714,74.62413038,0.127830169,31.458,0.0,0.0,0,23,0.0,1,0.2,2.0,1,13.618,2739.0,0.0,0.0,0.0,115.765,2,0.0,3.44,0,0.0,3.6,66,0,0.0,2,0.0,0.0,26.16,1,3,0,0.0,0.0,5,8.4,0,0.0,0.0,3,0.044019499,5.84,0.0,87,15.9994,2,7,1,2.65,103.2,0.2,0.0,0,0.0,33.7228,2.24,229,0.166666667,16,16,0,1,3.894,3.44,82,14,0,0.2,2,0.0,0.563492063,1.46,2684.2,22,0.0,27.84,0.0,0.0,0,0.0,0,1.101937979,2.0,0.0,0,2,3.683941988,0.0,0.0,31.2,1.8,4,0.0,0.0,0.0,106.66,9.105,12,0.0,0.0,0.0,0.0,0.0,15.999,0.0,0.285714286,0.0,0.0,2,0,244,0,0.2,2.4,0.0,0,14,-1.05661813,0.0,5.492650954,0,68.60262262,0.0,0.4,0.0,0.0,0.0,0.0,0,0.79,2.662,176.2176,0,0.0,0.0,0.0,0.32,1.15,0.0,0.6,0,1.8,2,0,7,3,60.72,0.0,217,0.0,0.0,0,0.0,0.0,0.0,0.9336,5.28,0.0,1,1
CsTiCl3,0.0,Matbench,2,0.0,4.301464003,2.493,3,171.6,0.0,0.0,0.96,0,0.0,0.0,0.79,0,0,0.0,4.51e-06,0.0,0,0.4,0.0,0.0,555.8088,0,2.37,5,0,0.0,55,0.0,0.0,0.0,0.0,30.19166461,0,0.0,2.4,3,132.9,0.0,0.4,0,0.0,0.0,2.493,0.6,1.62,0.0,0.2,551.478,0.0,0.0,0.0,1,0.0,1.13586683,1.995,3.16,-1,2.56,CsTiCl3,5,5,2.37,142.0,0.742638751,11.2,0.0,0.75,0.0,0.0,1,0.0,1,0,64,3.8,171.6,-349000.0,66.0,0.48,35.453,0.0,0.0,7,102,0,38,0.32,94,17,17,0,0.0,38,0.472,123.0,0.0,0.0,0.0,1.6,6,0,0.0,0.0,16,57.42629038,0.0,0,0,25.6,16.69,3.0,0.0,132.9054519,2.25e-05,0.530330086,0.0,0.0,2.362,11.2,0.0,142,3,0.346153846,57.42629038,0.761702807,41.1895,0.0,0.0,0,7,0.0,1,0.0,1.6,1,12.968,1941.0,0.0,0.0,0.0,115.765,7,0.6,3.16,0,0.0,3.8,102,0,0.0,1,0.0,0.0,33.6,1,8,0,0.0,0.0,2,5.2,0,0.0,0.0,8,0.735788721,2.16,0.0,94,35.453,1,2,1,2.37,70.8,0.2,0.0,0,0.0,29.8302,0.64,229,0.076923077,17,17,0,1,3.894,3.16,89,0,0,0.2,3,0.0,0.598802395,3.62,1769.4,6,0.0,11.76,0.0,0.0,0,0.0,0,0.921622322,2.4,0.0,0,2,1.690308509,0.0,0.0,25.6,1.8,5,0.0,0.0,0.0,99.075,24.4975,64,0.0,0.0,0.0,0.0,0.0,35.45,0.0,0.576923077,0.0,0.0,1,0,244,0,0.2,3.0,0.0,0,0,-2.045681103,0.0,5.329444444,0,287.9561971,1.4958,2.24,0.0,0.0,0.0,0.0,0,0.79,2.362,97.4524519,0,1.19664,2.25e-05,0.0,0.32,1.4,0.0,0.0,0,1.8,2,0,2,8,48.0,7.21e-06,165,0.0,0.0,0,0.0,2.493,0.0,0.9576,6.96,0.0,1,1
CsScBr3,0.0,Matbench,2,0.0,3.816339685,1.457,4,265.8,0.0,0.0,0.64,0,0.0,0.0,0.79,0,0,0.0,1.27e-06,0.0,0,6.2,0.0,0.0,492.5608,0,2.17,5,0,0.0,55,0.0,0.0,0.0,0.0,19.75631165,0,0.0,2.4,3,132.9,0.0,6.2,0,0.0,0.0,1.457,0.6,1.6,0.2,0.0,582.598,0.0,0.0,0.0,1,0.0,1.257733559,1.885,2.96,-1,2.88,CsScBr3,5,5,2.17,154.8,0.742152848,11.0,0.0,0.57,0.0,0.0,1,0.0,1,0,64,4.4,265.8,-324600.0,60.2,0.48,79.904,0.0,0.0,17,120,0,34,0.32,95,21,35,0,0.0,34,0.472,123.0,0.0,0.0,0.0,1.8,6,0,0.0,0.0,16,83.51467278,0.0,0,0,36.2,22.235,3.0,0.0,132.9054519,6.35e-06,0.403050865,0.0,0.0,2.206,11.0,0.0,124,2,0.163636364,83.51467278,0.750208348,45.288,0.0,0.0,0,17,0.0,1,0.0,1.45,1,11.814,1814.0,0.0,0.0,0.0,115.765,8,0.0,2.96,0,0.0,4.4,120,0,0.0,1,0.0,0.0,41.76,1,9,0,0.6,0.0,2,11.0,0,0.0,0.0,9,0.734846923,7.2,0.0,95,44.955912,1,10,1,2.17,70.8,0.0,0.0,0,0.0,28.1908,4.56,229,0.563636364,17,17,0,1,3.894,2.96,90,0,0,0.2,4,0.0,0.521978022,3.364,1548.2,16,0.0,7.52,0.0,0.0,10,0.0,0,0.926641739,2.6,0.0,0,2,1.690308509,0.0,0.0,36.2,1.8,5,0.0,0.0,0.0,93.53,29.48,64,0.0,0.0,0.0,0.0,0.0,79.904,0.0,0.272727273,0.0,0.0,1,0,244,0,0.2,3.0,0.0,0,0,-1.608855723,0.0,5.030218916,0,168.3862643,0.8742,2.56,0.0,0.0,0.0,0.0,0,0.79,2.206,87.9495399,0,0.69936,6.35e-06,0.0,0.32,1.53,0.0,0.0,0,1.8,2,0,10,9,41.76,2.03e-06,165,0.0,0.0,0,0.0,1.457,0.0,0.9048,7.2,0.0,1,1
CsScBr3,0.0,Matbench,2,0.0,3.816339685,1.457,4,265.8,0.0,0.0,0.64,0,0.0,0.0,0.79,0,0,0.0,1.27e-06,0.0,0,6.2,0.0,0.0,492.5608,0,2.17,5,0,0.0,55,0.0,0.0,0.0,0.0,19.75631165,0,0.0,2.4,3,132.9,0.0,6.2,0,0.0,0.0,1.457,0.6,1.6,0.2,0.0,582.598,0.0,0.0,0.0,1,0.0,1.058841772,1.885,2.96,-1,2.88,CsScBr3,5,5,2.17,154.8,0.742152848,11.0,0.0,0.57,0.0,0.0,1,0.0,1,0,64,4.4,265.8,-324600.0,60.2,0.48,79.904,0.0,0.0,17,120,0,34,0.32,95,21,35,0,0.0,34,0.472,123.0,0.0,0.0,0.0,1.8,6,0,0.0,0.0,16,83.51467278,0.0,0,0,36.2,22.235,3.0,0.0,132.9054519,6.35e-06,0.403050865,0.0,0.0,2.206,11.0,0.0,124,2,0.163636364,83.51467278,0.750208348,45.288,0.0,0.0,0,17,0.0,1,0.0,1.45,1,11.814,1814.0,0.0,0.0,0.0,115.765,8,0.0,2.96,0,0.0,4.4,120,0,0.0,1,0.0,0.0,41.76,1,9,0,0.6,0.0,2,11.0,0,0.0,0.0,9,0.734846923,7.2,0.0,95,44.955912,1,10,1,2.17,70.8,0.0,0.0,0,0.0,28.1908,4.56,229,0.563636364,17,17,0,1,3.894,2.96,90,0,0,0.2,4,0.0,0.521978022,3.364,1548.2,16,0.0,7.52,0.0,0.0,10,0.0,0,0.926641739,2.6,0.0,0,2,1.690308509,0.0,0.0,36.2,1.8,5,0.0,0.0,0.0,93.53,29.48,64,0.0,0.0,0.0,0.0,0.0,79.904,0.0,0.272727273,0.0,0.0,1,0,244,0,0.2,3.0,0.0,0,0,-1.622581829,0.0,5.030218916,0,675.3379231,0.8742,2.56,0.0,0.0,0.0,0.0,0,0.79,2.206,87.9495399,0,0.69936,6.35e-06,0.0,0.32,1.53,0.0,0.0,0,1.8,2,0,10,9,41.76,2.03e-06,165,0.0,0.0,0,0.0,1.457,0.0,0.9048,7.2,0.0,1,1
